GeneID	GeneName	log2FC	P.Value	adj.P.Value
ENSG00000013306	SLC25A39	2.13721397366246	1.16403652510133e-05	0.000826188156147858
ENSG00000013588	GPRC5A	2.5734803106204	0.00260171662416959	0.0189254026280062
ENSG00000013810	TACC3	2.3658136785755	0.00299332447040288	0.0206462289393249
ENSG00000014138	POLA2	1.07259543370096	0.00691320059942945	0.0352904543526805
ENSG00000014164	ZC3H3	1.6222367582786	7.61283292557097e-05	0.00231237462020568
ENSG00000015133	CCDC88C	1.59578610247508	0.00355068917224465	0.0228860244483183
ENSG00000015285	WAS	-1.42579026765297	0.00598834516964029	0.0320838127145535
ENSG00000017427	IGF1	-4.88688206119619	4.34343110301455e-06	0.000522178289677508
ENSG00000018236	CNTN1	-2.48825215166857	0.00752902621815998	0.0371716327112565
ENSG00000018625	ATP1A2	-6.58965272217738	0.000975672432101074	0.0105388819937523
ENSG00000019144	PHLDB1	-2.74306554129964	1.5985822887674e-05	0.000992933300367381
ENSG00000019169	MARCO	-6.70387581681979	0.000109146239817973	0.00282580186335013
ENSG00000019485	PRDM11	-1.25535119030152	0.003150845723217	0.0212912436475923
ENSG00000019549	SNAI2	-2.62018769528064	7.2552056195089e-06	0.000649945503414339
ENSG00000019991	HGF	-3.20232249970632	0.000144918611201006	0.00333312805762313
ENSG00000020129	NCDN	2.94489918035467	0.00525163997332918	0.0295509327129185
ENSG00000020181	ADGRA2	-3.16717709544606	0.000343243351285832	0.00566156895299679
ENSG00000020577	SAMD4A	-2.84325190902146	0.000553513639011663	0.0074540439676271
ENSG00000022267	FHL1	-8.40125337745618	5.50458729778157e-08	0.000136100920937649
ENSG00000024422	EHD2	-3.0576302659335	8.39485542277932e-05	0.00242196966544012
ENSG00000024526	DEPDC1	2.39544974937259	0.010555143733728	0.0457151873173173
ENSG00000025434	NR1H3	-1.83472522543698	0.000435021610120333	0.00643296011377108
ENSG00000025772	TOMM34	1.84849559218522	0.000125349491186319	0.00306147652950767
ENSG00000026025	VIM	-3.70516844203739	1.11840149111368e-06	0.000253692448328309
ENSG00000026103	FAS	-1.7662575036081	0.00146312223337104	0.0133852905845965
ENSG00000026652	AGPAT4	-2.31993836129022	3.56658966559162e-05	0.00152931052999268
ENSG00000027075	PRKCH	-1.53822990590615	0.000171342416754935	0.00367752092294557
ENSG00000027697	IFNGR1	-1.91808428963252	8.65693193369545e-06	0.000706411359936039
ENSG00000028137	TNFRSF1B	-2.70719664072246	2.6079743022178e-05	0.00126844556507572
ENSG00000029559	IBSP	5.03087221875504	0.00127856430224166	0.012348138013854
ENSG00000029993	HMGB3	3.56656375276223	0.00243286698108707	0.0181395543832196
ENSG00000031081	ARHGAP31	-2.8514954795189	1.40921005276967e-05	0.000924210041239527
ENSG00000032219	ARID4A	-1.2140774631028	0.00575390430150925	0.0312478921104239
ENSG00000032389	EIPR1	1.61317427019318	0.000859856559020793	0.00980625157831601
ENSG00000033327	GAB2	-1.83059687146018	0.00805093789404768	0.0386974026886332
ENSG00000034971	MYOC	-11.6215965450763	1.07496035655192e-07	0.000136217176515797
ENSG00000035141	FAM136A	1.18439448477303	0.00751317959307434	0.0371716327112565
ENSG00000035499	DEPDC1B	2.76518729634382	0.00155328547539288	0.0139195707436206
ENSG00000035862	TIMP2	-3.06689172450515	3.78069274770274e-06	0.000502648306918358
ENSG00000036448	MYOM2	-2.6583018748663	0.00213597746343581	0.0168370941275326
ENSG00000036473	OTC	-4.8682214891593	0.000336077956787881	0.00559047968838697
ENSG00000036565	SLC18A1	6.16877286349235	0.00806451925750871	0.0387398578899674
ENSG00000037241	RPL26L1	1.21648267547068	0.00224969422220009	0.0173769727097461
ENSG00000037280	FLT4	-1.37027726872188	0.00815070472601114	0.0390042251882274
ENSG00000037897	METTL1	1.48519188570495	0.00420232322506564	0.0254882300128875
ENSG00000037965	HOXC8	-1.89404586252431	0.00301095661876556	0.020669377646552
ENSG00000038295	TLL1	-4.43247923570851	8.07915881323974e-08	0.000136217176515797
ENSG00000038382	TRIO	-1.41099488260952	0.00179291423682863	0.0151762425558329
ENSG00000038427	VCAN	-1.71504405233212	0.0112465153864646	0.0476065901267485
ENSG00000039537	C6	-8.45584472462768	0.000170824783554701	0.00367752092294557
ENSG00000039650	PNKP	1.53192789990702	0.00062066900187814	0.00802430349221495
ENSG00000040487	PQLC2	1.40519079490848	0.00338694602870493	0.0222415877049218
ENSG00000040608	RTN4R	1.78084621304297	0.00545297045278276	0.0302568883404519
ENSG00000041515	MYO16	-3.04491782504387	0.00350467759561799	0.0226939987244645
ENSG00000042062	RIPOR3	-2.72641548958464	0.000672097374676903	0.00842250764768699
ENSG00000042286	AIFM2	-1.9739127975948	0.00177571031552086	0.0150975378470488
ENSG00000042445	RETSAT	-2.07584260087336	0.000229203766963619	0.00434257711737585
ENSG00000043462	LCP2	-1.59483713417579	0.000596131593958209	0.00781261895310384
ENSG00000046653	GPM6B	-2.31018670239467	0.00587275493395985	0.0316559509652513
ENSG00000046889	PREX2	-4.5674483227907	5.96691672547551e-05	0.00200997297053654
ENSG00000047230	CTPS2	1.77481648665807	0.00706966925775099	0.0357209587492398
ENSG00000047617	ANO2	-2.84074586703693	0.000665340832376962	0.00836011353233831
ENSG00000047648	ARHGAP6	-3.61653945070656	3.75197595590758e-06	0.000502648306918358
ENSG00000047849	MAP4	-1.13331945113722	0.00674393276470764	0.0347093542063689
ENSG00000048052	HDAC9	-3.0872154676441	1.04738101514381e-05	0.000787127525818561
ENSG00000048162	NOP16	1.68158311507488	0.0023358279599441	0.0177702604029593
ENSG00000048342	CC2D2A	-1.16907149740672	0.00153877894691357	0.0138249671011766
ENSG00000048471	SNX29	-1.71463518138528	0.00037375792609364	0.00593922438464567
ENSG00000048540	LMO3	-2.69990820205017	0.0119224208770144	0.0493689258389183
ENSG00000048707	VPS13D	-1.10387449257526	0.00756875279500663	0.0372660006259397
ENSG00000048740	CELF2	-4.6322952336943	5.08705001319816e-07	0.000184044377725169
ENSG00000049089	COL9A2	5.29755837378329	0.00144805005834232	0.0133071111760151
ENSG00000049192	ADAMTS6	-1.6607661753754	0.0103022290519182	0.0450517533266144
ENSG00000049239	H6PD	-1.92942439020552	2.73595988674531e-05	0.00130844503287771
ENSG00000049245	VAMP3	-1.2454665182457	0.00510758296004718	0.029024359615529
ENSG00000049246	PER3	-2.02331009001998	0.00704509140313228	0.0356581136013195
ENSG00000049283	EPN3	4.33989431044931	0.00492179615794642	0.0283266783066167
ENSG00000049323	LTBP1	-2.24771338568057	0.000466299091229526	0.00673790560262097
ENSG00000049540	ELN	-3.31428382075069	0.0013008605829801	0.0124569240566162
ENSG00000049541	RFC2	1.55494675843947	0.00399870069502428	0.0246123661151295
ENSG00000049768	FOXP3	2.48086318098611	0.00297515154784954	0.020590340452318
ENSG00000050438	SLC4A8	3.6376243020654	0.00184373730846839	0.0154216525547635
ENSG00000051180	RAD51	2.16064488639975	0.00180183819249471	0.0152339763215451
ENSG00000051596	THOC3	1.7092448146395	0.000933138120732255	0.0102632740369684
ENSG00000052749	RRP12	1.4160999301611	0.00100352405964699	0.0106856728573522
ENSG00000052795	FNIP2	-2.01895147157958	0.00925491634907815	0.0422581360537317
ENSG00000052802	MSMO1	1.41695874511409	0.00175709647977015	0.0150118211687343
ENSG00000053108	FSTL4	5.16362477606277	0.000460817136230926	0.00670612342160662
ENSG00000053254	FOXN3	-2.67887065097586	6.3916480455176e-05	0.0021071133056723
ENSG00000053328	METTL24	-3.02123800415881	0.00906939221380075	0.0416494655435036
ENSG00000053438	NNAT	-5.68164732358937	9.29975962979235e-06	0.000738329532562695
ENSG00000053702	NRIP2	-1.66204194839659	0.00200900805596598	0.0162550726619102
ENSG00000054356	PTPRN	8.03068090721062	0.00191108698991856	0.0157768366696949
ENSG00000054654	SYNE2	-1.76124378464474	0.000933036167226667	0.0102632740369684
ENSG00000055044	NOP58	1.11032653408359	0.00424971965038855	0.0256591742016745
ENSG00000055118	KCNH2	5.59211440311467	0.00282928086567891	0.0199583364918434
ENSG00000055163	CYFIP2	2.35625628378021	0.00338988540444604	0.0222415877049218
ENSG00000055211	GINM1	-1.05383983142679	0.00322143416485754	0.0216087790900984
ENSG00000055813	CCDC85A	-4.40994406518885	2.83989865811493e-06	0.000438853089511823
ENSG00000056487	PHF21B	6.63836907087198	0.00239774612001085	0.0180091993582626
ENSG00000056998	GYG2	-6.61848516584791	5.69253348802396e-06	0.000596389366488951
ENSG00000057019	DCBLD2	-1.02421424480735	0.0116197301661276	0.0484972701481269
ENSG00000058262	SEC61A1	1.02135258120329	0.0100524188928478	0.0443990813014758
ENSG00000058404	CAMK2B	4.00839565245669	0.00174971529163843	0.0149694500296748
ENSG00000058668	ATP2B4	-1.75252010327073	0.00206874102782556	0.0165242962943236
ENSG00000059573	ALDH18A1	1.14587596506887	0.00193051490336549	0.015873621877523
ENSG00000059588	TARBP1	1.20355604755799	0.00102700298689113	0.0108284216848115
ENSG00000059915	PSD	3.34662648438612	0.0061621266419345	0.0327019921059949
ENSG00000060709	RIMBP2	-4.62992379038819	0.000113099833650133	0.00288829036527214
ENSG00000060718	COL11A1	4.23981706806405	0.000572237696429493	0.00760267439238002
ENSG00000060982	BCAT1	-2.60630725785587	0.000147021943267303	0.00336354690330342
ENSG00000061455	PRDM6	-2.87015061862564	0.000171329286905284	0.00367752092294557
ENSG00000061656	SPAG4	2.47349955086531	0.00283513121000112	0.0199882005039286
ENSG00000061918	GUCY1B1	-1.75018035000413	0.00260269390925701	0.0189269432077587
ENSG00000062282	DGAT2	-4.55995172187456	0.000638670394047559	0.00814093336778737
ENSG00000062716	VMP1	1.23122097679671	0.010070100721054	0.0444335199597179
ENSG00000062822	POLD1	1.62050552913447	0.00568792210033702	0.0310381535932096
ENSG00000063015	SEZ6	7.12232086652358	0.0100709988212036	0.0444335199597179
ENSG00000063169	BICRA	1.26105903861779	0.00374972007852143	0.0237152470645244
ENSG00000063177	RPL18	1.41248043239102	0.00936238819288029	0.042528945079729
ENSG00000063241	ISOC2	1.22022652034617	0.00632844290160208	0.0332704126604532
ENSG00000063244	U2AF2	1.27100403503212	0.000584739795672841	0.0077313858010754
ENSG00000063854	HAGH	1.37935139719195	0.00979810058369622	0.0437052204459479
ENSG00000064102	INTS13	1.01155252453882	0.00277473180531565	0.0197198171562028
ENSG00000064199	SPA17	1.97158728841432	0.00845022783504278	0.0398512301704402
ENSG00000064205	WISP2	-4.27687222791919	0.000332571540744665	0.00555972369500462
ENSG00000064218	DMRT3	-3.72969167451587	0.000175157252132994	0.00371992305196392
ENSG00000064225	ST3GAL6	-2.80461842706132	0.000238794234356897	0.00443630093526104
ENSG00000064270	ATP2C2	4.45453810160251	0.0111526019816205	0.0473770219529912
ENSG00000064300	NGFR	-3.3683258270368	0.000422122366414126	0.00632160842494807
ENSG00000064490	RFXANK	1.45201620151649	0.0037220920497251	0.023615274808687
ENSG00000064545	TMEM161A	1.33378452202069	0.000810816767773872	0.0094669439950039
ENSG00000064547	LPAR2	2.3888459094486	0.00216365728255709	0.0169913035968156
ENSG00000064787	BCAS1	5.14499692531165	0.00425538153500797	0.0256808172938912
ENSG00000064961	HMG20B	1.61113809331316	6.17053489744083e-05	0.00205892679270209
ENSG00000064989	CALCRL	-3.46876529952528	0.00238102745609395	0.0179642590490334
ENSG00000065057	NTHL1	1.68760925578614	0.00729297865782403	0.0364297760327935
ENSG00000065150	IPO5	-1.24498460431244	0.000407291569101829	0.00618091170993374
ENSG00000065268	WDR18	1.318108694836	0.00271633514244213	0.0194840111392172
ENSG00000065308	TRAM2	-2.17015874203511	5.49571656733909e-05	0.00193207776053818
ENSG00000065320	NTN1	-3.40012640053394	0.000171024384214058	0.00367752092294557
ENSG00000065325	GLP2R	-6.96246778867605	2.72842084649883e-06	0.000426963325504326
ENSG00000065328	MCM10	2.83821190264023	0.00305632378086135	0.0208577437156491
ENSG00000065413	ANKRD44	-1.77128202468911	0.00142463603087027	0.0131891662777104
ENSG00000065518	NDUFB4	1.34673055090689	0.00400141770380098	0.0246199604459803
ENSG00000065534	MYLK	-2.72886839579976	0.00105111483574512	0.0109724768226282
ENSG00000065600	TMEM206	1.91616296303958	0.0024014344371208	0.0180253389367977
ENSG00000065613	SLK	-1.03859841472349	0.00706098794296867	0.0357020300388344
ENSG00000065675	PRKCQ	-2.02668370082292	0.0114849091443851	0.0482112697105128
ENSG00000065833	ME1	-2.54767828447733	0.000204059821547777	0.0040694302618317
ENSG00000065911	MTHFD2	1.02858391156847	0.00268343506091208	0.0193265167145503
ENSG00000066032	CTNNA2	6.56300114124303	0.0106721679750829	0.046000976717605
ENSG00000066056	TIE1	-2.33998120475198	0.000405122802250817	0.00616610496647073
ENSG00000066294	CD84	-2.83451227512995	0.00041747042542531	0.00627891272168031
ENSG00000066336	SPI1	-1.55742354731703	0.00801274138071739	0.0386264438756556
ENSG00000066405	CLDN18	-2.35409918085528	0.0047999776865666	0.0278459522056216
ENSG00000066629	EML1	-2.34074374620246	0.00350905497109369	0.0227064601309321
ENSG00000066735	KIF26A	-2.25657187228572	0.00856347430581785	0.0401920847022297
ENSG00000066813	ACSM2B	-6.54346628164185	5.02878736768803e-05	0.00183117478153294
ENSG00000067082	KLF6	-1.62276830793608	0.0069508199869802	0.0353837809713991
ENSG00000067113	PLPP1	-2.95962191564999	5.10117979609679e-06	0.00056987645338144
ENSG00000067208	EVI5	-1.46308699983241	0.00321266865781333	0.0215558297325467
ENSG00000067836	ROGDI	2.40002219033736	8.75601635891679e-05	0.00249411779417567
ENSG00000067900	ROCK1	-1.42785432931149	0.000981778396466822	0.0105725047267605
ENSG00000067992	PDK3	1.29853942991769	0.00829060792566177	0.0393748138613114
ENSG00000068024	HDAC4	-1.65301343813231	8.22389787817263e-05	0.00238377344710221
ENSG00000068120	COASY	1.49240843518834	0.000469780023173778	0.00675680855561299
ENSG00000068137	PLEKHH3	1.19575435756356	0.0059206488417232	0.0318373298415846
ENSG00000068323	TFE3	-1.08225510654773	0.00171941274944069	0.0148385620348765
ENSG00000068366	ACSL4	-2.89188694773729	7.37099492297133e-05	0.00226113957159387
ENSG00000068650	ATP11A	-1.64432616490829	0.000103975820126757	0.00272330736507847
ENSG00000068781	STON1-GTF2A1L	-6.75848952377828	0.000305207873232427	0.00527342045120318
ENSG00000068831	RASGRP2	-2.94913106547055	7.7748724066764e-05	0.00232221129723057
ENSG00000068976	PYGM	-5.38237036188461	5.07894861515381e-05	0.00184130505146155
ENSG00000069122	ADGRF5	-3.72794720507573	0.000113312099264468	0.00288829036527214
ENSG00000069399	BCL3	1.39964327948246	0.00952916915809401	0.0429271079574654
ENSG00000069431	ABCC9	-4.85119858410785	2.97674303898604e-06	0.000450190525108869
ENSG00000069667	RORA	-1.54123984760236	0.00303186216552076	0.0207480741883478
ENSG00000069702	TGFBR3	-4.716841504966	6.89179290241036e-05	0.00219587087000124
ENSG00000069869	NEDD4	-1.60313470640421	0.0014836989674377	0.013493247325781
ENSG00000070031	SCT	5.27814510899203	8.89870049650877e-05	0.00251451851172776
ENSG00000070087	PFN2	1.65587264088672	0.00171657585615321	0.0148367098585628
ENSG00000070182	SPTB	-3.67279771807971	0.00178195291569621	0.0151248835704047
ENSG00000070371	CLTCL1	-2.75427477994191	0.000252165157297085	0.0046081178966522
ENSG00000070404	FSTL3	-1.27510400713602	0.00524671567831481	0.0295389080793805
ENSG00000070423	RNF126	1.35905797434561	0.00339842091925554	0.0222730915034188
ENSG00000070501	POLB	3.1570981363238	0.000453435993347893	0.0066299260411157
ENSG00000070669	ASNS	1.45252644799472	0.00194257358952584	0.0159483429901393
ENSG00000070778	PTPN21	-3.71043676507175	8.92530346469185e-09	7.35593760548353e-05
ENSG00000070886	EPHA8	5.74835392440075	0.0031873465740143	0.0214441208278921
ENSG00000071054	MAP4K4	-1.12436244188912	0.00184265380284307	0.015417805507714
ENSG00000071205	ARHGAP10	-2.66059688954653	0.000385450226834021	0.00601784055077181
ENSG00000071242	RPS6KA2	-2.33398734405499	0.000964818198042343	0.0104536064621371
ENSG00000071243	ING3	-1.39189363700848	0.00080930549781558	0.00945655880599727
ENSG00000071246	VASH1	-1.80534229617926	0.00363676185982667	0.0232709464244861
ENSG00000071462	BUD23	1.33386874387656	0.00745486395195106	0.036982646711876
ENSG00000071539	TRIP13	2.94516742566639	0.00198494534558302	0.0161122040937427
ENSG00000071553	ATP6AP1	1.95154049198223	0.000442354903936643	0.00650638013077543
ENSG00000071991	CDH19	-5.86736451005773	6.14678110009716e-05	0.00205576708272296
ENSG00000072121	ZFYVE26	-1.00030246840007	0.00787487017822126	0.0382143887203739
ENSG00000072163	LIMS2	-3.53851083607727	6.2199555008245e-06	0.000605603834428193
ENSG00000072310	SREBF1	1.72303860878264	0.00806603795419827	0.0387398578899674
ENSG00000072422	RHOBTB1	-1.26964043976129	0.0121223737192983	0.049979271337277
ENSG00000072506	HSD17B10	1.61711938371288	0.00752904091478149	0.0371716327112565
ENSG00000072518	MARK2	1.50109665690471	0.001991661518233	0.016150813721978
ENSG00000072571	HMMR	2.337556860115	0.00354093138125585	0.0228529178808538
ENSG00000072657	TRHDE	-7.15068603538426	0.000134307182548188	0.00318383996980245
ENSG00000072694	FCGR2B	-2.9049626316686	0.000116991659176903	0.0029336904392991
ENSG00000072736	NFATC3	-1.38374485152487	0.00160169597544639	0.0141881407237301
ENSG00000072840	EVC	-2.24187159849137	0.00110976460912197	0.0113054297148151
ENSG00000072952	MRVI1	-2.58616982402479	0.000189700165866877	0.00390520271849443
ENSG00000073111	MCM2	2.00869053147034	0.00142095756090024	0.0131774433844755
ENSG00000073150	PANX2	3.85496255594596	0.000609978228961061	0.00793356744400959
ENSG00000073350	LLGL2	3.3303418224349	2.77759268959532e-05	0.00131563178640315
ENSG00000073464	CLCN4	-2.81524228115997	0.00551841436894435	0.0304900101166814
ENSG00000073712	FERMT2	-4.12905591680189	7.8412915844977e-06	0.000670850984175452
ENSG00000073734	ABCB11	-6.14116602547827	0.000180235692577764	0.00377654872795357
ENSG00000073737	DHRS9	-5.09521581001629	0.000501685791745616	0.00698827109910443
ENSG00000073803	MAP3K13	1.45440214841972	0.0033234367831078	0.0220066171350611
ENSG00000073849	ST6GAL1	-1.60037933872878	0.00133510903295603	0.0126671415348572
ENSG00000073921	PICALM	-1.02683103140043	0.00367274646630613	0.0234215653798026
ENSG00000074047	GLI2	-2.69236172812395	0.000483976166432064	0.00684180143798329
ENSG00000074071	MRPS34	2.17840885297738	4.89321012970463e-05	0.00180843976766737
ENSG00000074211	PPP2R2C	4.46940195499616	0.000734704453195917	0.00890102650875362
ENSG00000074276	CDHR2	3.61025239507868	0.000305048148828983	0.00527342045120318
ENSG00000074416	MGLL	-2.4481808260058	0.00397162074386456	0.0244944681696312
ENSG00000074590	NUAK1	-3.32176365501673	3.53107554635658e-05	0.00151836248493333
ENSG00000074657	ZNF532	-1.42571034070007	0.000396757727764947	0.00610443983757829
ENSG00000074660	SCARF1	-2.24748317024044	0.00067650712768284	0.00846918416808011
ENSG00000074842	MYDGF	1.35843834187299	0.00536135725683802	0.0299010246974859
ENSG00000074966	TXK	-2.13413032629213	0.00962535792517745	0.0432460920474309
ENSG00000075043	KCNQ2	5.49759132426	0.0066475510368413	0.0343348024620641
ENSG00000075218	GTSE1	2.496796941286	0.00248718630288229	0.0184118806403487
ENSG00000075391	RASAL2	-1.07053520229101	0.00666832968041642	0.0344133690979537
ENSG00000075420	FNDC3B	-1.53903632198341	0.000142424850895949	0.00329415756632585
ENSG00000075539	FRYL	-1.1789600521393	0.00400292177928578	0.0246199604459803
